platform,komentar,timestamp,sentimen,komentar_bersih
twitter,"Jd yg miskin tp gamau vasektomi, ga dpt bansos? Jahat ye...",2025-05-01T22:24:26.000Z,positif,jd yg miskin tp gamau vasektomi ga dpt bansos jahat ye
twitter,Birth control itu adalah hak asasi manusia tidak boleh dipaksakan. Pemaksaan one child policy nya china atau emergency period di india saja gagal kok. Jd berkiblat kemana kebijakan vasektomi jabar ini. Kebijakan yg dibuat tnp data dan riset cm jd bencana.,2025-05-01T22:23:52.000Z,positif,birth control hak asasi manusia paksa paksa one child policy nya china emergency period india gagal jd kiblat mana bijak vasektomi jabar bijak yg tnp data riset cm jd bencana
twitter,Tp TDK SETUJU klo vasektomi sebagai syarat penerimaaan bansos bagi orang miskin.  Pendekatan dengan pemaksaan apalagi hny untk kelas ekonomi tertentu itu OPRESI dan bentuk malasnya pemerintah untuk berpikir bagaimana membuat kebijakan yg konkret dan humanis.,2025-05-01T22:23:48.000Z,positif,tp tdk tuju klo vasektomi syarat penerimaaan bansos orang miskin dekat paksa hny untk kelas ekonomi opresi bentuk malas perintah pikir bijak yg konkret humanis
twitter,"Setelah program BEASISWA VASEKTOMI, akhirnya lahir lulusan- lulusan yang mandul dan tak perkasa",2025-05-01T22:23:09.000Z,netral,program beasiswa vasektomi lahir lulus lulus mandul perkasa
twitter,"Suruh aja dulu nih mahluk VASEKTOMI, trus lanjut ke keturunannya....Biar generasi orang ini dihapus...
Koment ges",2025-05-01T22:15:58.000Z,positif,suruh aja nih mahluk vasektomi trus keturunannyabiar generasi orang hapus koment ges
twitter,"Ingat, tidak semua penerima bansos harus di vasektomi, ada syarat dan ketentuannya, jadi itu bukan suatu ancaman.",2025-05-01T22:12:38.000Z,positif,terima bansos vasektomi syarat tentu ancam
twitter,"Tapi disuruh vasektomi

Dasar fasis kau

Benci banget kau sama orang miskin https://x.com/thisis3l/statu/thisis3l/status/1918038978965692522…",2025-05-01T21:48:40.000Z,positif,suruh vasektomi dasar fasis kau benci banget kau orang miskin
twitter,"Tapi disuruh vasektomi

Dasar fasis kau

Benci banget kau sama orang miskin",2025-05-01T21:48:07.000Z,positif,suruh vasektomi dasar fasis kau benci banget kau orang miskin
twitter,"Ngapain pada pusing sama cowok yang egonya kesenggol sama isu vasektomi ini, sih? Definisi maskulin mereka aja berubah mulu, kumaha opini maranehna?",2025-05-01T21:45:03.000Z,positif,ngapain pusing cowok ego senggol isu vasektomi sih definisi maskulin aja ubah mulu maha opini maranehna
twitter,Tapi disuruh vasektomi,2025-05-01T21:44:51.000Z,positif,suruh vasektomi
twitter,Program Vasektomi untuk golongan miskin adalah program TOLOL,2025-05-01T21:43:17.000Z,netral,program vasektomi golong miskin program tolol
twitter,"Yg setuju kebijakan Vasektomi pada golongan tertentu,

adalah kalian yg seharusnya wajib di Vasektomi....

karena ga punya AKAL boro² JIWA....",2025-05-01T21:40:54.000Z,positif,yg tuju bijak vasektomi golong yg wajib vasektomi ga akal boro jiwa
twitter,Terus dgn adanya peraturan ini jadi meminimalisir oknum oknum yang mengambil hak bansos padahal mampu karena takut di vasektomi mwhehehehe,2025-05-01T21:40:52.000Z,positif,dgn atur meminimalisir oknum oknum ambil hak bansos takut vasektomi mwhehehehe
twitter,"Jd ini bukan mslh gender. Vasektomi itu sy juga setuju kalo dianjurkan dan diberikan insentif. Bbrp daerah jg sdh melakukan itu. Masuknya pemerintah mengatur2 tubuh rakyat apalagi hny untk yg miskin itu opresi, fasis, dan eugenics. Hr ini mgkn laki2 bsk bkn tdk mgkn perempuan jg",2025-05-01T21:36:46.000Z,positif,jd mslh gender vasektomi sy tuju kalo anjur insentif bbrp daerah jg sdh masuk perintah atur tubuh rakyat hny untk yg miskin opresi fasis eugenics hr mgkn laki bsk bkn tdk mgkn perempuan jg
twitter,"Jujur, gagasan kang dedi mulyadi soal vasektomi buat orang yang ekonominya masih dibawah itu menarik banget",2025-05-01T21:32:08.000Z,negatif,jujur gagas kang dedi mulyadi vasektomi orang ekonomi bawah tarik banget
twitter,"intinya kritik dari kebijakan ini bukan lagi bahas baik/tidak si vasektomi itu, krna dia semacam tools yg bisa kita gunakan diberbagai masalah, disini pertanyaannya adalah apakah vasektomi bisa jd solusi mensejahterakan rakyat sampai dia dijadikan syarat penerimaan bansos? CMIIW",2025-05-01T21:22:00.000Z,negatif,inti kritik bijak bahas baiktidak si vasektomi krna tools yg bagai tanya vasektomi jd solusi sejahtera rakyat jadi syarat terima bansos cmiiw
twitter,"Ready vcs cs cek bio
Tidur jago malam vasektomi Melani
#vcscrottt #vcsbugilll",2025-05-01T21:21:19.000Z,netral,ready vcs cs cek bio tidur jago malam vasektomi melani vcscrottt vcsbugilll
twitter,"bentar2, klo ga mo vasektomi ya jngn ngemis ke negara or sesama donk bang, kalo bisa bikin ya bisa tanggung jwb. giliran bikin jago, giliran ngasi makan, susu, skul nyuruh negara yg bayarin.. anjg kucing punya anak masih ngurus bayinya loh, masa lu nuntut tetangga yg gedein",2025-05-01T21:19:15.000Z,positif,bentar klo ga mo vasektomi ya jngn ngemis negara or donk bang kalo bikin ya tanggung jwb gilir bikin jago gilir ngasi makan susu skul nyuruh negara yg bayarin anjg kucing anak ngurus bayi loh lu nuntut tetangga yg gedein
twitter,"Lo salah bilang vasektomi itu reversible.

Orang kena kb untuk bisa subur lagi aja ga gampang, apalagi vasektomi yang salurannya diputus. Ga kayak mutus keran air",2025-05-01T21:18:45.000Z,positif,lo salah bilang vasektomi reversible orang kena kb subur aja ga gampang vasektomi salur putus ga kayak mutus keran air
twitter,Bro kira bs menghancurkan patriarki hanya dgn vasektomi wkwk,2025-05-01T21:18:11.000Z,positif,bro bs hancur patriark dgn vasektomi wkwk
twitter,"Kalau vasektomi gak seharusnya diterapin ke masyarakat miskin, minimal beli ajalah kondom atau bagikan kondom gratis ke warga miskin. Lagian KB juga ada beresiko bisa bikin menstruasi gak lancar dan butuh waktu panjang kalau mau hamil lagi.",2025-05-01T21:16:33.000Z,positif,vasektomi gak diterapin masyarakat miskin minimal beli aja kondom bagi kondom gratis warga miskin kb resiko bikin menstruasi gak lancar butuh hamil
twitter,"bingung sih, sbenernya yang dikritik dari kebijakan ini adalah kenapa bisa kewajiban vasektomi dijadikan sebagai syarat bansos yang itu adalah hak rakyat, tidak ada kewajiban (CMIIW) di Indonesia untuk punya sekian anak, itu permasalahan lain",2025-05-01T21:16:20.000Z,positif,bingung sih sbenernya kritik bijak wajib vasektomi jadi syarat bansos hak rakyat wajib cmiiw indonesia sekian anak masalah
twitter,"Mau ganti vasektomi pake KB? Bisa tapi juga harus inget, KB gak 100% bisa mencegah kehamilan, sama seperti kondom juga bisa bocor, berbeda dengan vasektomi, saluran sperma akan diputus buat mencegah keluarnya sel sperma untuk pembuahan?",2025-05-01T21:13:56.000Z,positif,ganti vasektomi pake kb inget kb gak cegah hamil kondom bocor beda vasektomi salur sperma putus cegah keluar sel sperma buah
twitter,"mau-mau aja sih dibodohi KDM, i got the point buat yang pro karena gua sebenarnya pro vasektomi (ofc not directly to the poor ppl *evil laugh*) tapi kurang tepat aja kalau dibahas atau menunjukkan diri pro di situasi sekarang, jadi ngasih panggung banget ke KDM dan ya mulyono 2.0",2025-05-01T21:13:53.000Z,positif,maumau aja sih bodoh kdm i got the point pro gua pro vasektomi ofc not directly to the poor ppl evil laugh aja bahas pro situasi ngasih panggung banget kdm ya mulyono
twitter,"Ya salah Gibran dong. Kok malah orang miskin yang harus nanggung vasektomi. Kritik sistem yg bikin orang tetep miskin, bukan orangnya. Orang miskin segitu banyak kalau dikasih pendidikan dan pekerjaan ya jadi sumber daya yg bagus",2025-05-01T20:55:45.000Z,positif,ya salah gibran orang miskin nanggung vasektomi kritik sistem yg bikin orang tetep miskin orang orang miskin segitu kasih didik kerja ya sumber daya yg bagus
twitter,"Lah ini udah ketemu fakta fakta masalah di lapangan. Jadi biar lembaga2 tsb mau membantu mengentaskan kemiskinan dan tidak jadi beban anggaran, orang miskin harus di vasektomi??",2025-05-01T20:54:04.000Z,positif,udah ketemu fakta fakta lapang biar lembaga tsb bantu entas miskin beban anggar orang miskin vasektomi
twitter,"Ini wakanda udah pede ngurangin populasi orang miskin pake vasektomi, apakah ini foreshadowing 2030 udah ga butuh suara lagi? (alias ga ada pemi.. sbgn teks hilang)",2025-05-01T20:51:05.000Z,positif,wakanda udah pede ngurangin populasi orang miskin pake vasektomi foreshadowing udah ga butuh suara alias ga mi sbgn teks hilang
twitter,"Fatwa mui terbaru udah boleh. Dari research yg lain sebenernya vasektomi ini lebih worth it dibanding kb (perempuan) Ga bikin hormon berubah, sakitnya pasca operasi aja alias ga berkepanjangan",2025-05-01T20:46:06.000Z,negatif,fatwa mui baru udah research yg sebenernya vasektomi worth it banding kb perempuan ga bikin hormon ubah sakit pasca operasi aja alias ga panjang
twitter,"pandangan ke vasektomi udah jelek, masih byk org ragu sama practicenya, eh govr malah berencana buat ngebikin regulasi goblok, makin2 deh.  ntar bisa aja muncul sebuah pandangan “gue ogah vasektomi, kyk org m1skin aja”… we’re doomed haha",2025-05-01T20:44:54.000Z,positif,pandang vasektomi udah jelek byk org ragu practicenya eh govr rencana ngebikin regulasi goblok deh ntar aja muncul pandang gue ogah vasektomi kyk org mskin aja were doomed haha
twitter,postingan pro vasektomi for bansos mana lagi yg harus kulike,2025-05-01T20:36:13.000Z,netral,postingan pro vasektomi for bansos yg kulike
twitter,"Kesenggol ya ego para lelaki  
Santuyyy, soalnya emang kebiasaan apa-apa harus perempuan kan. Dari dulu perempuan KB dengan segala resiko hormonal, fisik dll gada yg ribut. 

Vasektomi dengan t&c aja pada heboh bener wkwkwk.",2025-05-01T20:35:45.000Z,positif,senggol ya ego lelaki santuyyy emang biasa apaapa perempuan perempuan kb resiko hormonal fisik dll gada yg ribut vasektomi tc aja heboh bener wkwkwk
twitter,"Itu kan buat yg nerima bansos aja, klo nggak mau vasektomi ya nggak usah minta jatah bansos. Masyarakat krg mampu menyumbang angka kelahiran tertinggi, selain selebriti, pdhl lahan sawah tdk bertbh, mulut yg mau mkn NASI meledak populasinya.",2025-05-01T20:32:30.000Z,positif,yg nerima bansos aja klo nggak vasektomi ya nggak jatah bansos masyarakat krg sumbang angka lahir tinggi selebriti pdhl lahan sawah tdk bertbh mulut yg mkn nasi ledak populasi
twitter,"i just got new insight, vasektomi haram kalau diniatkan permanently tp kalau ada niat utk vr gak haram tp inipun gak mudah, biaya yg ditanggung bakal sgt besar juga. Soo masi banyak program lain yg bisa diterapkan utk mengurangi angka kemiskinan dan populasi yg lebih efektif hihi",2025-05-01T20:26:05.000Z,negatif,i just got new insight vasektomi haram niat permanently tp niat utk vr gak haram tp ini gak mudah biaya yg tanggung sgt soo mas program yg terap utk kurang angka miskin populasi yg efektif hihi
twitter,"Ya makanya dikasih akses pendidikan dan pekerjaan, bukannya disuruh steril. ""Sumber Daya"" itu dikelola dan ditingkatkan bukannya distop supplynya. Lagian gak ada urgensi vasektomi karena di Jawa fertility rate sudah di bawah 2.",2025-05-01T20:21:49.000Z,positif,ya kasih akses didik kerja suruh steril sumber daya kelola tingkat stop supplynya gak urgensi vasektomi jawa fertility rate
twitter,Hrsnya solusi yg bener tu yg mau vasektomi dpt tambahan bansos gt kali ya misal jd lebih banyak gt. Kalo bansos dasar mah wajib gitu dikasihnya (thanks kk2 yg menyadarkanku tadi),2025-05-01T20:17:34.000Z,positif,hrsnya solusi yg bener tu yg vasektomi dpt tambah bansos gt kali ya jd gt kalo bansos dasar mah wajib gitu kasih thanks kk yg sadar
twitter,"Pemprov Jabar ke laki-laki kelas sosial rendah: ""Mau bansos? Vasektomi dulu""

Israel ke perempuan imigran Yahudi Etiopia: ""Mau tinggal di Israel? Vaksin dulu"" (ternyata suntik kontrasepsi)",2025-05-01T20:16:21.000Z,positif,pemprov jabar lakilaki kelas sosial rendah bansos vasektomi israel perempuan imigran yahudi etiopia tinggal israel vaksin suntik kontrasepsi
twitter,Ini pantas untuk di vasektomi,2025-05-01T20:14:51.000Z,netral,vasektomi
twitter,"banyak kok jurnal pendukung yg blg kalo ada yg namanya reversal vasectomy, jadi gak permanen deh dan tingkat keberhasilannya pun lumayan! (kalau ada salah boleh dikoreksi yaa) edukasi ttg vasektomi, kb dan pentingnya sadar akan ekonomi tuh harus ditingkatin —",2025-05-01T20:03:22.000Z,negatif,jurnal dukung yg blg kalo yg nama reversal vasectomy gak permanen deh tingkat hasil lumayan salah koreksi yaa edukasi ttg vasektomi kb sadar ekonomi tuh ditingkatin
twitter,"balik lagi, bisa aja sih ini jadi program yg bagus tapi gabisa maksa juga huhu gmn ya, harus bgt didukung sama kualitas, tanggungan biaya tindakan yg baik dan resiko yg minim. i mean ak sampe baca2 hukum dan jurnal ttg vasektomi, dimana hukumnya itu haram kalau permanen.. tapii—",2025-05-01T20:03:15.000Z,positif,aja sih program yg bagus gabisa maksa huhu gmn ya bgt dukung kualitas tanggung biaya tindak yg resiko yg minim i mean ak sampe baca hukum jurnal ttg vasektomi mana hukum haram permanen tapi
twitter,"so you got the point right, the poor people if you know poor why you makes more babies? 

Dude I told u before, vasektomi, kb, childfree it’s a choice :)",2025-05-01T19:59:37.000Z,netral,so you got the point right the poor people if you know poor why you makes more babies dude i told u before vasektomi kb childfree its a choice
twitter,"Lu vasektomi udah tenang ege keluar didalem, trus juga kalau mau ga sakit pilih no scalpel vasectomy, lo pada cukup dah dosa di vasektomi gausah dosa gagal jadi ortu kata gw mah",2025-05-01T19:56:05.000Z,positif,lu vasektomi udah tenang ege dalem trus ga sakit pilih no scalpel vasectomy lo dah dosa vasektomi gausah dosa gagal ortu gw mah
twitter,nah mungkin itu krna diliat dri sisi negatif gasih kak? kalo mau bansos harus vasektomi dulu.. tapi kalo diliat dri sisi positif nya bagus knapa ngga gt loh mksdku :( maaf ya kak opini aku masi kurang bgt mohon pencerahan nya yaa,2025-05-01T19:54:38.000Z,positif,krna liat dri sisi negatif gasih kak kalo bansos vasektomi kalo liat dri sisi positif nya bagus knapa ngga gt loh mksdku maaf ya kak opini mas bgt mohon cerah nya yaa
twitter,"ya ini yang membedakan kan adanya consent bang, yang penting ada consent, bukan mendorong vasektomi dengan bentuk ancaman atau paksaan",2025-05-01T19:53:11.000Z,positif,ya beda consent bang consent dorong vasektomi bentuk ancam paksa
twitter,"Udah gini aja deh pada suka ngewe dan keluar didalem juga kan?  Lu kalo vasektomi gaperlu pake kondom lagi, bebas noh celap celup yang lo pada suka. Gaperlu beli kondom, gaperlu beli online buat pil kb yg sbnrnya cuman 30rb jadi 100rb yekan, gaperlu nanas muda lagi",2025-05-01T19:52:54.000Z,negatif,udah gin aja deh suka ngewe dalem lu kalo vasektomi gaperlu pake kondom bebas noh cap celup lo suka gaperlu beli kondom gaperlu beli online pil kb yg sbnrnya cuman rb rb yekan gaperlu nanas muda
twitter,"@neoretropolism
Lu ngapain SS tweet yg sudah 3 bulan lalu? Ke-up lg kemarin karna orang di tweet itu framing Fachri pas lagi bahas soal pemaksaan vasektomi.

Poin dari lu apa saat lu bongkar kebusukan orang pemuja Mulyono, penindas org miskin & Rohingya?",2025-05-01T19:52:05.000Z,positif,neoretropolism lu ngapain ss tweet yg keup lg kemarin karna orang tweet framing fachri pas bahas paksa vasektomi poin lu lu bongkar busuk orang puja mulyono tindas org miskin rohingya
twitter,Melani nonton youtube ready malam jumat mecima tikom libur vasektomi https://Wa.me/6285377072956?77072956?text=Cantik%20bisa%20order%20open%20vcs%20sekarang%20…,2025-05-01T19:43:26.000Z,netral,melani nonton youtube ready malam jumat mecima tikom libur vasektomi
twitter,muak bgt gue ama diskursus bansos vasektomi ini anjir semoga tetep dilaksanakan dah biar so called pemilik otoritas tubuh (yg ga pernah bilang gt ke cewe kb) alias pembela si miskin tp pengen beranak banyak itu kebakaran jenggot tp gabisa apa2.,2025-05-01T19:42:07.000Z,positif,muak bgt gue ama diskursus bansos vasektomi anjir moga tetep laksana dah biar so called milik otoritas tubuh yg ga bilang gt cewe kb alias bela si miskin tp ken anak bakar jenggot tp gabisa
twitter,"Urusan vasektomi ini ngebuka kebanyakan “feminis” sebenernya cuma barisan sakit hati men-hater yang gangerti konsep dasar hak, otoritas diri, dan kehidupan sipil. All crucial foundations for the feminist agenda.

Cuma sekumpulan orang bodoh yang merasa dirinya victim 24/7.",2025-05-01T19:36:21.000Z,positif,urus vasektomi ngebuka banyak finis sebenernya baris sakit hati menhater gangerti konsep dasar hak otoritas hidup sipil all crucial foundations for the feminist agenda kumpul orang bodoh victim
twitter,"Point-nya : Pendidikan
Mau pemerataan, peningkatan, penambahan, percepatan dsb... dsb... dsb...
Pemerintah harus hadir dgn solusi yg tepat dan cermat...
Bukan trus : Yg kagak Vasektomi kagak dpt bansos!
Tolol itu namanya...",2025-05-01T19:31:33.000Z,positif,point didik perata tingkat tambah cepat dsb dsb dsb perintah hadir dgn solusi yg cermat trus yg kagak vasektomi kagak dpt bansos tolol nama
twitter,padahal vasektomi kan masih bisa ngewe  padahal jantan juga banyak yang prefer raw sex tapi pas kecelakaan gamau tanggung jawa,2025-05-01T19:31:06.000Z,positif,vasektomi ngewe jantan prefer raw sex pas celaka gamau tanggung jawa
twitter,"Pada kurang pemahaman aja, dipikir vasektomi itu potong burung ",2025-05-01T19:29:39.000Z,positif,paham aja pikir vasektomi potong burung
twitter,Sampe kapanpun gua ga akan vasektomi kalo dipaksa.,2025-05-01T19:27:36.000Z,positif,sampe gua ga vasektomi kalo paksa
twitter,"stress gue liatin orang orang debat soal vasektomi ini. intinya aja deh intinya apa intinya gimana, intinya intinya intinya…..BUBAR GA KALIAN SEMUAA :)",2025-05-01T19:27:16.000Z,positif,stress gue liatin orang orang debat vasektomi inti aja deh inti inti gimana inti inti intinyabubar ga semuaa
twitter,"Lu kagak paham permasalahannya gimana jadi asbun ya?

KB itu bagus, vasektomi itu bagus. Yang ga bagus itu kalau ada pemaksaan dengan cara hak lu yang sudah dijamin undang-undang direnggut kalau ga mau KB.

Paham kan masalahnya di mana?",2025-05-01T19:27:04.000Z,positif,lu kagak paham masalah gimana asbun ya kb bagus vasektomi bagus ga bagus paksa hak lu jamin undangundang renggut ga kb paham
twitter," Hijab kena paksa di dalam mobil
https://poophd.pro/e/7w25ikhv38ta
https://poophd.pro/e/sz9kss077wn2
https://poophd.pro/e/zldhh10el394

Konten https://t.me/resakarmilaa

Malam Jumat mecima nonton YouTube melani vasektomi tikom libur selamat hari buruh maljum ready vcs https://pic.x.com/kfvpMTjbbf",2025-05-01T19:25:06.000Z,netral,hijab kena paksa mobil konten malam jumat mecima nonton youtube melani vasektomi tikom libur selamat buruh maljum ready vcs
twitter,"Padahal bisa dibuat 2 jalur

Bansos untuk miskin
Bansos untuk miskin + mau vasektomi 

Keluarga yg ikut program ter-special kan, ada peluang persuasif ke orang lain, jadinya ikut atas kesadaran dan sukarela...

Sekelas pejabat padahal, ga bisa mikir efek berjangka",2025-05-01T19:24:53.000Z,negatif,jalur bansos miskin bansos miskin vasektomi keluarga yg program terspecial peluang persuasif orang sadar sukarela kelas jabat ga mikir efek jangka
twitter,"Couldn’t agree more. Should’ve applied to everyone. Aku pun sebelnya ke orang2 yg ngamuk2 sama vasektomi tp diem aja giliran dulu program kb fokusnya ke cewe gt I’m not defending the discrimination to the marginalized community, ak ge sebel kl apa2 mrk yg kena imbasnya duluan",2025-05-01T19:22:11.000Z,positif,couldnt agree more shouldve applied to everyone sebel orang yg ngamuk vasektomi tp diem aja gilir program kb fokus cewe gt im not defending the discrimination to the marginalized community ak ge sebel kl mrk yg kena imbas duluan
twitter,daripada debat mulu soal ini mending kita vasektomi keluarga koruptor aja pasti negara ini langsung sejahtera ,2025-05-01T19:20:36.000Z,positif,debat mulu mending vasektomi keluarga koruptor aja negara langsung sejahtera
twitter,"Oh, ganti narasi aja kalo gitu. ""Bagi yang mau vasektomi, bisa dapat insentif berupa uang. Yang nggak mau ya nggak dapet."" wkwk",2025-05-01T19:17:39.000Z,positif,oh ganti narasi aja kalo gitu vasektomi insentif uang nggak ya nggak dapet wkwk
twitter,"tau apa emang lo soal hidup di lingkungan orang miskin? tau banget, kontol. im not against vasektomi tp bedain memberantas kemiskinan sama memberantas orang miskin. sadar ga pemerintahan lu tuh milih jalan pintas dari yang seharusnya benerin sistem dari akarnya",2025-05-01T19:11:29.000Z,positif,tau emang lo hidup lingkung orang miskin tau banget kontol im not against vasektomi tp bedain berantas miskin berantas orang miskin sadar ga perintah lu tuh milih jalan pintas benerin sistem akar
twitter,Vasektomi itu sifatnya anjuran bkn pemaksaan ya solusi kemiskinan itu naikin pendapatanya caranya pemerataan pendidikan dan UMR yang layak. Dalam jangka pendek bisa ikut kursus buat menambah skill dan kemampuan.,2025-05-01T19:11:21.000Z,negatif,vasektomi sifat anjur bkn paksa ya solusi miskin naikin pendapatanya perata didik umr layak jangka pendek kursus tambah skill mampu
twitter,"Soal bansos, sebenernya balik lagi ke pilihan. Gak mau vasektomi? Yaudah, g usah ambil bansos. Cuma ya emg perlu dikaji lg. kl bisa bukan jd g dpt semua bantuan, tapi mungkin ada jenis bantuan khusus dengan syarat tertentu yg emg baru bisa diambil kl lakinya udh disteril gt",2025-05-01T19:10:22.000Z,positif,bansos sebenernya pilih gak vasektomi yaudah g ambil bansos ya emg kaji lg kl jd g dpt bantu jenis bantu khusus syarat yg emg ambil kl laki udh steril gt
twitter,Kenapa para istri yang merayakan suaminya yang vasektomi gak muncul dalam isu ini?,2025-05-01T19:08:59.000Z,positif,istri raya suami vasektomi gak muncul isu
twitter,"program vasektomi menurut gua bagus kok, pemaksaan nya itu yang salah. program KB sudah cukup berhasil loh, orang dulu yang punya anak diatas 5 itu wajar sekarang udah dianggap 5 kebanyakan. dinggal di tambah aja sosialisasi nya, jangan di paksa.",2025-05-01T19:08:10.000Z,positif,program vasektomi gua bagus paksa nya salah program kb hasil loh orang anak atas wajar udah anggap banyak dinggal aja sosialisasi nya paksa
twitter,"Selamat hari buruh Malam Jumat mecima nonton YouTube melani vasektomi tikom liburmaljum Malam Jumat ready 
https://dood-streem-video3.blogspot.com
https://dood-streem-video3.blogspot.com

https://dood-streem-video3.blogspot.com

https://dood-streem-video3.blogspot.com",2025-05-01T19:06:53.000Z,netral,selamat buruh malam jumat mecima nonton youtube melani vasektomi tikom liburmaljum malam jumat ready
twitter,"padahal bisa ye ngedorong orang vasektomi dengan insentif. itu udah cukup dan udah ok.

segala pengen diwajibin untuk bansos. dapet bansos aje hak, segala lo atur-atur pake syarat.

mewajibkan pilihan itu yang justru jadi masalah.",2025-05-01T18:59:16.000Z,positif,ye ngedorong orang vasektomi insentif udah udah ok ken diwajibin bansos dapet bansos aje hak lo aturatur pake syarat wajib pilih
twitter,pdhl vasektomi minim resiko bgt ckckck jokes on u guys,2025-05-01T18:59:11.000Z,negatif,pdhl vasektomi minim resiko bgt ckckck jokes on u guys
twitter,"Suami minta apa maksa? 
Suami mu nyuruh lu bisa tolak, lah ini yg MAKSA sekelas Gubernur, dan dijadikan syarat ambil BANSOS
Penyebab Kemiskinan di negeri ini
1. Korupsi
2. Mafia Hukum
3. Kurang Lapangan Pekerjaan
4. Premanisme
5. Dinasti Politik
Bukan Vasektomi",2025-05-01T18:58:07.000Z,positif,suami maksa suami mu nyuruh lu tolak yg maksa kelas gubernur jadi syarat ambil bansos sebab miskin negeri korupsi mafia hukum lapang kerja preman dinasti politik vasektomi
twitter,Selamat hari buruh Malam Jumat mecima nonton YouTube melani vasektomi tikom liburmaljum Malam Jumat ready http://t.me/Heni_Sapitri,2025-05-01T18:57:50.000Z,netral,selamat buruh malam jumat mecima nonton youtube melani vasektomi tikom liburmaljum malam jumat ready
twitter,"anjay lagi keangkat masalah vasektomi aku gak nyimak tapi sejauh ini kayanya setuju. dan landasanku berangkat dari bayangin aku sendiri yg digituin. kan bisa tu khilaf malah punya anak lagi, terus aborsi? banyak dilemanya. bener sih buat antipasi aku mending vasektomi diriku",2025-05-01T18:56:26.000Z,positif,anjay angkat vasektomi gak nyimak kaya tuju landas berangkat bayangin yg digituin tu khilaf anak aborsi dilema bener sih antipasi mending vasektomi diri
twitter,Melani nonton youtube ready malam jumat mecima tikom libur vasektomi http://t.me/wulangemoy2,2025-05-01T18:55:25.000Z,netral,melani nonton youtube ready malam jumat mecima tikom libur vasektomi
twitter,Bukan itu poinnya mbak. Topik yang dimasalahin adalah kewajiban vasektomi buat dapet bansos.,2025-05-01T18:54:23.000Z,positif,poin mbak topik dimasalahin wajib vasektomi dapet bansos
twitter,"diputar dijilat dicelupin

http://doods.pro/e/e4q748z10lrq

http://doods.pro/e/1rckz7mnhzfd

http://doods.pro/e/c30gk6nuui90

http://doods.pro/e/c54wahj9sxjt

http://doods.pro/e/0c33n1dw0k1i

http://doods.pro/e/5n6az8truuf8

VVIP : http://t.me/+YN_Jt8ymxzs3OGJl…

maljum malam jumat pagii melani mecima nonton youtube vasektomi libur https://pic.x.com/fmGvgFDEHg",2025-05-01T18:54:03.000Z,netral,putar jilat dicelupin vvip maljum malam jumat pagi melani mecima nonton youtube vasektomi libur
twitter,"masalah dong sayang, kaya hanya di kategorikan mampu, miskin di kategorikan tidak mampu, beranak pinak gak ada kata mampu dan gamampu kan? vasektomi adalah hak personal bukan peraturan, zona kemiskinan berputar bukan dari berapa banyak anak",2025-05-01T18:51:55.000Z,positif,sayang kaya kategori miskin kategori anak pinak gak gamampu vasektomi hak personal atur zona miskin putar anak
twitter,"Vasektomi di jadikan opsi KB yang di support govt, bukan mandatory yang harus di lakuin buat dapetin hak yang seharusnya punya mereka.",2025-05-01T18:51:13.000Z,positif,vasektomi jadi opsi kb support govt mandatory lakuin dapetin hak
twitter,"gemes banget sama mslh vasektomi yang sekarang lg viral itu.. kan sama aja ky KB bjir malah dampaknya lebih besar kb loh tapi ibu"" gapada protes disuru kb meskipun efekny ke badan tp knp pas para suami disuru vasektomi pd gamau  mohon pencerahan nya ya knp laki"" gamau vasektomi",2025-05-01T18:43:01.000Z,positif,gemes banget mslh vasektomi lg viral aja ky kb bjir dampak kb loh gapada protes disuru kb efekny badan tp knp pas suami disuru vasektomi pd gamau mohon cerah nya ya knp laki gamau vasektomi
twitter,Vasektomi merupakan tindakan sterilisasi pada laki-laki yang dilakukan dengan cara memotong dan mengikat saluran sperma kiri dan kanan. #Humaniora #AdadiKompas,2025-05-01T18:41:18.000Z,netral,vasektomi tindak sterilisasi lakilaki potong ikat salur sperma kiri kanan humaniora adadikompas
twitter,"ga apple to apple, yang satu cuma kb tapi yang satu operasi vasektomi",2025-05-01T18:41:03.000Z,positif,ga apple to apple kb operasi vasektomi
twitter,"jujur kepikiran juga. dengan cowok vasektomi, keluarga yg kurang, bisa jadi makin gak harmonis. bakal muncul pernyataan ""kan aku udah berkorban buat kamu dan keluarga, skrg lakuin semua yg aku mau!"" atau sejenisnya",2025-05-01T18:39:55.000Z,positif,jujur pikir cowok vasektomi keluarga yg gak harmonis muncul nyata udah korban keluarga skrg lakuin yg jenis
twitter,"Udah deh bodo amat, lagian gua pro depopulasi juga sekalian. Kebanyakan orang sumpek banget indon, rusak semua sda+sdm susah banget ngontrolnya. Disuruh vasektomi karena miskin berasa dikebiri dan g boleh beranak dan digenosida. Alay lo kontol",2025-05-01T18:38:11.000Z,positif,udah deh bodo gua pro depopulasi banyak orang sumpek banget indon rusak sdasdm susah banget ngontrolnya suruh vasektomi miskin asa kebiri g anak genosida alay lo kontol
twitter,"tetep aja itu pemaksaan, kalo emang peduli ya sosialisasi kan saja dan fasilitasi vasektomi gratis bagi yang mau",2025-05-01T18:31:49.000Z,positif,tetep aja paksa kalo emang peduli ya sosialisasi fasilitas vasektomi gratis
