platform,komentar,timestamp,sentimen
twitter,"Vasektomi tidak memberantas tapi mencegah pertumbuhan

Gampang banget loh memahami ""memberantas""

Mengurangi, tidak sama dengan mencegah pertumbuhan",2025-05-02T00:44:55.000Z,positif
twitter,"Ya itu cara mengendalikannya. Itu cara tanggung jawab pemerintah. Kalo gak mau ambil vasektomi, jangan ambil bansosnya, kerja yang bener nyari uang sebanyak2nya biar gak usah berharap bansos",2025-05-02T00:44:28.000Z,negatif
twitter,"Laki-laki dewasa ber-IQ di bawah 100 wajib vasektomi, who say no?",2025-05-02T00:42:10.000Z,netral
twitter,"Rejeki tdk ada hub nya dengan kerja keras, tp bukan berarti harus jd kaum rebahan.. Apalagi solusi ny bansos syarat vasektomi! 
Solusi nya bagi muslim itu adalah Takwa kpd allah jalla wa alla !!! 
Ga ada 1 pun mkhluk di bumi yg tdk dijamin rejeki nya.. Kunci nya bertakwa..",2025-05-02T00:41:57.000Z,positif
twitter,"ye sape lu manggil gue dak dek kok ngamuk disuruh vasektomi? konteksnya kan orang miskin yg dikasih bantuan tapi malah gatau diri minta mulu, lagian vasektomi juga buat nekan orang miskin biar kaga beranak mulu, udah tau miskin susah malah beranak mulu ya situ otak dipake",2025-05-02T00:40:08.000Z,negatif
twitter,Kalau pun dapet. Seperti yang sudah-sudah. Bansos di sini banyak yang salah sasaran. Harusnya yang dibenerin ini. Jadi program vasektomi untuk nerima bansos di daerahku (Jabar) bukan solusi yang tepat.,2025-05-02T00:40:02.000Z,negatif
twitter,apakah vasektomi bisa menyelesaikan masalah konsumsi rokok?,2025-05-02T00:39:45.000Z,netral
twitter,"Program ini bagi yang mau bansos, gak ada pemaksaan . Kalo gak mau vasektomi, ya kerja yg bener gblk, biar gak usah terima bansosnya",2025-05-02T00:31:58.000Z,negatif
twitter,"Jumlah miskin bertambah karena PHK, terus untuk yg miskin pemerintahnya nyuruh vasektomi karena alasan bansos jadi ga rata",2025-05-02T00:31:51.000Z,negatif
twitter,"again you are the one need to get educated, lepas kerudung aja mba soalnya Nabi Muhammad klo bantuin orang miskin ga pernah ngasih syarat kudu vasektomi",2025-05-02T00:31:13.000Z,negatif
twitter,"Lampu panel studio lighting live/konten video dll

https://s.shopee.co.id/3fqneHymFl

#KitaSemuaPekerja #BONCHONVOYAGExGF
#Panas #MayDay #MyGoldenBloodEP8
#libur #Vasektomi #RoyalCaninTHxSkyNani
#PekerjaPahlawan #lakers #DebutAlbumRonyParulian #Hardiknas2025
#Tikom",2025-05-02T00:30:06.000Z,netral
twitter,"Realistis
Orng waras pasti mikirny bgitu
Tu program 
@DediMulyadi71
 
Vasektomi tdk nymabung dengn akr permsalahn yg ada
Apa2 yg jdi objek derita tu rkyt
Bp aing
Coba tarif pam d turunin di daerah tuh mahal2 pdhl pedesaan
Air kebutuhn pkok",2025-05-02T00:30:04.000Z,negatif
twitter,Apa bedanya vasektomi dan kb yang diterapkan pada pria?,2025-05-02T00:29:49.000Z,netral
twitter,"Gue ulangin ya. Orang miskin kan butuh lapangan pekerjaan dan pendidikan yang layak, kenapa vasektomi? Kunyah pelan2 biar gak gagal paham.",2025-05-02T00:29:14.000Z,negatif
twitter,"mereka buat makan aja susah, gmn bayar kb? sementara vasektomi itu bisa gratis dan cuma sekali aja kan ga perlu rutin tiap bulan  itu knp gw setuju mereka vasektomi sihhh. bahkan bbrp dr mereka memilih beli rokok drpd makan loh ",2025-05-02T00:28:32.000Z,negatif
twitter,aku juga mikirnya kenapa banyak yang gasetuju karena vasektomi itu gragra sama laki2 kebanyakan yang gasetuju juga laki2,2025-05-02T00:28:25.000Z,negatif
twitter,"bansos itu wajib bagi pemerintah karena gagal kasih ekonomi yang baik, jangan dibalik2 ini salah pemerintah karena gagal dalam peran ekonomi, vasektomi bagus jika hanya bersifat anjuran, karena di indonesia bansos bagi sebagian orang udah jadi hak asasi",2025-05-02T00:27:30.000Z,negatif
twitter,"bansos aja msh banyak yg dikorup, emg rada kurang sihhh, tp gw setuju bgt mereka vasektomi bjirrr  gw setuju sm bbrp opini lu, di mana peran pemerintah yg mesti ngasih edukasi dan jg fasilitas yg memadai buat mereka² biar ada hiburan selain seks dan jg sound horeg ",2025-05-02T00:26:49.000Z,positif
twitter,"Makin ribet ? Orang kek lu ribet ! Lu mau ngekritik tapi gamau dikritik balik , lu aja gabisa jawab pertanyaan gua udah ke topik lain aja ni wkwk . Sekarang gua tanya , lu bisa ngga ngejamin keberlangsungan hidup perempuan lebih baik kalo ga Vasektomi? Engga kan ? Haha",2025-05-02T00:23:27.000Z,negatif
twitter,Coba kucingnya suruh vasektomi,2025-05-02T00:21:36.000Z,netral
twitter,"Vasektomi Ingin Dijadikan Syarat Bansos, MUI: Haram https://detik.com/hikmah/khazanah/d-7895080/vasektomi-ingin-dijadikan-syarat-bansos-mui-haram??utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikhikmah…",2025-05-02T00:20:56.000Z,netral
twitter,"Pemikiran yg salah sejak akarnya. 

Vasektomi: jika lelaki memperkosa, korban tidak hamil.

Solusi: Sebaiknya tidak vasektomi. 

 si tolol",2025-05-02T00:19:35.000Z,negatif
twitter,"Iya kak paham. Makanya aku ga menyalahkan salah satu pihak disini. Makanya aku bilang salah dikeduanya. Satu tidak menunjang fasilitas tapi pihak lainnya tidak mau mencoba fasilitas itu. Gausa lah dulu membahas vasektomi jadi syarat untuk ambil bansos, -",2025-05-02T00:18:22.000Z,negatif
twitter,"kalau begitu, pemerintah harusnya buat program vasektomi seperti program KB yg sudah berjalan. memfasilitasi masyarakat yg dengan kesadaran sendiri mau di vasektomi, bukan sebagai syarat penerimaan bantuan sosial.",2025-05-02T00:16:27.000Z,negatif
twitter,"Gen ask ya, kenapa vasektomi dianggap haram banget dan kayak nginjek2 rakyat miskin? Kan vasektomi nya pas anaknya udah 2",2025-05-02T00:16:24.000Z,negatif
twitter,"Hijaber full senyum dapat asupan KNTL ayang 

https://vip.dooodstream.top/oiw7cxfqa8hd
https://vip.dooodstream.top/aj031k8o23ci
https://vip.dooodstream.top/6kho4rnzub9p
https://vip.dooodstream.top/vzaixtjl329h
https://vip.dooodstream.top/tneptg4ujhcs

Jumat Vasektomi Libur #dood #doods #doodstreamhijab #vcsbugilll https://pic.x.com/Kqcnry6eN4",2025-05-02T00:16:17.000Z,netral
twitter,"Ya kalau mau laki vasektomi ya edukasi lah, bukan dengan cara ancaman tidak memberi bansos
Bansos itu hak dasar warga miskin",2025-05-02T00:14:53.000Z,negatif
twitter,"@grok
 apakah Dedi mulyadi sudah di vasektomi?",2025-05-02T00:14:35.000Z,negatif
twitter,"ini juga memperkenalkan KB untuk laki2 yang masih tabu. cewek udah hamil, melahirkan, menyusui terus urusan KB pun harus cewek lagi? nah makanya itu biar semua tau tentang vasektomi (ada s&k). menurutku ini salah satu edukasi tapi tetep pemerintah harus ada langkah lain",2025-05-02T00:14:17.000Z,negatif
twitter,"Dan gak semua orang teredukasi soal kb ama vasektomi. Bangkenya lagi, pemerintah lu sekarang gak berpihak ke nasib middle-low apalagi low class jadi yaaak kalo nyalahin ortunya doang keknya masih perlu dibahas lagi siii",2025-05-02T00:13:56.000Z,negatif
twitter,"Ada tanggung jawab pemerintah di sana menciptakan kesempatan. Bkn malah mewajibkan vasektomi, kalo nggak ga bs dpt bansos",2025-05-02T00:10:11.000Z,netral
twitter,gini lho cara biar laki2 mau vasektomi. bilangin ke dia bahwa dia bisa crot sana sini ke perempuan manapun tanpa bisa hamil tu perempuan.. ntah selingkuhan ntah mantan ntah FWB ntah LC dll.. pasti pada mau tuh vasektomi,2025-05-02T00:09:58.000Z,negatif
twitter,"berapa biji si kasus yang keluarga nya beranak pinak sebanyak ini, lu pada ngomong nya gapapa kebijakan vasektomi seolah keluarga kaya gini ni tu udah jadi trend bagi si miskin, emang lu bisa jamin yang ga miskin dan beranak pinak d akhirnya ga bakal jatuh miskin?",2025-05-02T00:09:47.000Z,negatif
twitter,"Tapi dengan ide wajib vasektomi ini. Artinya pemerintah males kerja membangun sistem yang sehat. 

Maunya raup potensi cuan cepet dari mega proyek vasektomi.",2025-05-02T00:09:32.000Z,negatif
twitter,Kalo cuma diiket (vasektomi temporer) sih rapopo.. tapi kalau diputus ya haram,2025-05-02T00:07:11.000Z,negatif
twitter,Gue lebih mendukung mahasiswa atau anak smk vasektomi hahahah anak zaman sekarang doyan ngentod,2025-05-02T00:06:45.000Z,positif
twitter,"bagi rakyat miskin, kondom itu mahal & useless. sekali pakai buang, gamasuk dompet. ini vasektomi gratis, dapet bansos lagi, win-win solution kan?",2025-05-02T00:06:35.000Z,negatif
twitter,"nah makanya mas, kalo gak vasektomi perempuan dan anak2 yg terpaksa dikorbankan, hamil 9 bulan beberapa kali dlm kemiskinan itu bukan pilihan, jadi menurutmu apa solusinya? masa aborsi?",2025-05-02T00:06:12.000Z,negatif
twitter,Klo laki2 ga mau kondom dgn brbagai alasan kira2 Kb apa yg aman dan tidak menyakitkan khususnya buat prmpuan? Pro kontra disini kan krn vasektomi intinya coba klo KB nya dari prempuan pasti ga pro kontra,2025-05-02T00:06:03.000Z,negatif
twitter,"yang unik pemerintah yang disalahin orang miskin , ngapain coba berisik-berisik paksa orang miskin buat vasektomi, kalau lu pro dengan kebijakan KDM dimulailah dengan diri lu sendiri, jika populasi netizen X >15% dari 100% populasi masyarakat Indonesia kan lumayan.",2025-05-02T00:05:33.000Z,negatif
twitter,"gw tim yg setuju mereka vasektomi sihhh. bcs mereka kerjaannya emg beranak mulu plisss. gw jg punya tetangga yg serupa, anaknya aja ada yg seumuran sm cucunya dan tiap jajan tu nawar loh ke tukangnya, pendapatan jg g nentu, tp sekalinya ada duit kek hedon. ishhh ",2025-05-02T00:05:00.000Z,negatif
twitter,"Dan bukan masalah itu aja bray.. tp gw mengendus potensi cuan buat para pejabat dari mega proyek vasektomi ini.

Logikanya pejabat, ""Rakyat dapet bansos yg ga seberapa, gw dapet insentif ga kira-kira""",2025-05-02T00:04:48.000Z,negatif
twitter,"Kalau aku sih agak setuju, kalau udah punya 2 anak tapi tetep susah, anak keleleran kaga diurus malah disuruh nikah muda dan kerja diusia dini emang harus vasektomi, sistem di indo emang harus dibuat agak maksa supaya pada nurut, makanya di kaitin ke bansos.",2025-05-02T00:04:20.000Z,negatif
twitter,"kalo rakyat miskinnya gamau divasektomi, ga dibedil ditempat kok. darimana pemaksaannya? apa rakyat miskin dikumpulin di kamp terus divasektomi 1-1 baru boleh pulang? kejauhan mikirnya kalo smp situ. toh vasektomi kan sesuai program KB, punya anak dua dulu baru eligible.",2025-05-02T00:03:43.000Z,negatif
twitter,"Klo koruptor gak perlu di vasektomi, udah seharus nya di rampas seluruh harta nya, di mulai dari harta kakek nenek nya, ke saudara kandung kakek nenek nya dan saudara kakek nenek nya. Lalu semua harta dari 9turunan nya, dan hak di cabut, sementara kewajiban di naikkan 500%",2025-05-02T00:00:38.000Z,negatif
twitter,"Kebijakan Vasektomi Menjadi Syarat Bagi Penerima Bansos Berlebihan
https://cirebonraya.co.id/2025/05/kebijakan-vasektomi-menjadi-syarat-bagi.html…
Libur  #JumatBerkah",2025-05-01T23:58:27.000Z,netral
twitter,"Vasektomi masih dihukumi haram karena proses penyambungan kembali saluran sperma, tak bisa menjamin reproduksi berfungsi normal seperti sebelumnya.",2025-05-01T23:58:24.000Z,negatif
twitter,Maksa orang vasektomi 11 12 sama maksa orang hamil,2025-05-01T23:58:19.000Z,negatif
twitter,"Gini gan, vasektomi itu sendiri juga sudah di beri batasan minimum dari segi medis, klo yg bodoh sudah memenuhi batasan minimum nya, yah boleh, sama dengan yg miskin, selama si miskin masih belum masuk batasan minimum yah gak di vasektomi",2025-05-01T23:57:55.000Z,negatif
twitter,"Setuju street feeding  dan lebih setuju vasektomi kucing liar
Pendataan kucing peliharaan jangan over populate
Karnaa kadang kucing p liharaan juga berkontribusi contoh udah over populasi dibuang atau di adop yg lain yg ngadop gak punya soul melihara yg bener akhirnya di buang",2025-05-01T23:56:45.000Z,negatif
twitter,Kamu mau ndak di vasektomi padahal kamu sehat dan normal?,2025-05-01T23:55:50.000Z,negatif
twitter,"Orang twitter banyak yg menolak vasektomi dengan berbagai alasan. Giliran muncul alasan agama, pada mencak2. Ya Allah, Yai… bahkan keyakinan soal rezeki saja udah luntur dari umat ini, apalagi fikih vasektomi ",2025-05-01T23:53:15.000Z,negatif
twitter,"Gk aneh, sini gw jelasin

Problemnya itu orang2 rebel. Orang2 bandel yg gk bisa diedukasi. Sedangkan target pasar edukasi adalah orang2 yg gk rebel, orang2 patuh nurut.

Vasektomi orang rebel is good
Vasektomi orang patuh is bad",2025-05-01T23:52:19.000Z,negatif
twitter,"Yang dipertanyakan itu kondom kan gratis, kenapa kaga pake ? Kaga mau pakai kondom ? Ok vasektomi.... bukan kaga boleh HB kan ? Lo ngomong kerjaan ? Kalau ada perusahaan buka, yakin mereka keterima ? Faktor pendidikan, faktor usia.... belom lagi seleksi alam...",2025-05-01T23:50:56.000Z,negatif
twitter,"Ya udah, mudah2an nanti klu suamimu juga di vasektomi lu ikhlas yaa... jangan pas buat orang elu dukung pas kena di elu ga Terima, itu namanya lu jahat telah menjerumuskan org ke jurang",2025-05-01T23:50:52.000Z,negatif
twitter,"Mengenyampingkan hukum vasektomi dalam agama
Kalau pria vasektomi dengan sukarela dan tanpa paksaan, maka fine2 aja
Nah, ini vasektomi dipaksain dan kalau ga ngelakuin itu, sang pria akan kehilangan hak nya (bansos) yg SEHARUSNYA bansos itu diberikan tanpa syarat seperti itu",2025-05-01T23:47:32.000Z,negatif
twitter,"tapi, udah disuruh cowokmya untuk vasektomi?",2025-05-01T23:47:10.000Z,negatif
twitter,Emang Nabi mengkafirkan orang muslim yg vasektomi?,2025-05-01T23:45:46.000Z,negatif
twitter,"Kalau ini dilanjutkan, bisa2 negara bisa mengatur penuh tubuh warganya
Ntar kalo populasi collapse, negara tinggal bikin kebijakan
""Perempuan wajib hamil, kalau gamau hamil, gaakan dapet bansos""
Emg mau seperti itu? 
Yang dipermasalahkan bukan hamilnya/vasektomi nya, but maksanya",2025-05-01T23:44:29.000Z,negatif
twitter,"Yg dipermasalahkan oleh banyak orang ini bukan vasektomi nya
Mengenyampingkan hukum dalam agama ya, cuz  even feminist pun protest kebijakan ini
Kenapa diprotes? Karena melakukan pemaksaan vasektomi dengan menggunakan kekuasaan 
Hari ini mungkin vasektomi, tapi selanjutnya?",2025-05-01T23:43:06.000Z,negatif
twitter,"5 Syarat Vasektomi Menurut MUI Terkait Wacana Dedi Mulyadi, Tegas Sebut Haram",2025-05-01T23:42:21.000Z,netral
twitter,"1. Poinnya disitu adalah sesuatu yg menjadi hak mereka.
2. Yaiya boleh lu gaungkan kampanye vasektomi atau kb tp tidak dengan pemaksaan dengan mengambil hak mereka.
3. Mereka ga bisa mencerna itu dengan baik makanya dimulai dari edukasi dan sosialisasi",2025-05-01T23:41:47.000Z,negatif
twitter,"Cat lovers harus terapkan kebijakan KDM. 
Kalau kucings mau dikasih makan harus vasektomi dulu.",2025-05-01T23:39:34.000Z,netral
twitter,vasektomi bisa dibalikin dengan vasektomi reversal,2025-05-01T23:38:37.000Z,netral
twitter,I get a lot of pov from this issue and vasektomi alone. Thank you for the insight veryone whose tweet passed my timeline,2025-05-01T23:38:00.000Z,netral
twitter,"Nihhhh, daripada ngasih ancaman, kenapa ga ngasih benefit buat vasektomi? Kenapa harus setuju sama kebijakan yg menekan, bukannya yg mengapresiasi? It's a proof that actually we have so many choice for this problem, but you guys just closing your eyes.",2025-05-01T23:37:59.000Z,negatif
twitter,Kalok udah tiba² nyerang personal. Udah itu fix orang dungu yang tak mampu ber argumentasi karena kapasitasnya kurang. Seharusnya pemerintah lebih menekan angka kelahiran orang sepertimu ini ketimbang maksa orang miskin vasektomi demi bansos,2025-05-01T23:35:32.000Z,negatif
twitter,"bagus kalau tempat kamu sudah menerapkan hal berikut, bagus kalau misalnya lingkungan kamu sudah sadar. tapi, ya emang vasektomi bukan solusi buat ngebuat orang miskin jadi kaya.

lagian 1 tempat di daerah kamu tidak mewakili ribuan daerah di indonesia ini. masih banyak yang-",2025-05-01T23:34:20.000Z,negatif
twitter,"Serius tanya, tindakan vasektomi apakah dicover bpjs?
Krn kalo ga d cover ya sama aja dia dapet duid drmn buat vasektomi.
Kan tindakannya mahal uda masuk 2 digit. Sdgkn penerima bansos yg ""asli"" mana ada duid segitu",2025-05-01T23:34:15.000Z,negatif
twitter,"Yang butuh vasektomi itu bukan orang miskin, tapi orang bodoh ",2025-05-01T23:33:42.000Z,negatif
twitter,"@shoyoow
 silahkan anda dahulu contohkan, ayo ambil vasektomi. Gimana?",2025-05-01T23:29:42.000Z,negatif
twitter,"ini sama penghapusan wisuda gw setuju banget! tp klo vasektomi buat bansos, entar dulu pak, pelan pelan!",2025-05-01T23:27:43.000Z,negatif
twitter,Kagak ada masalah kagak ada ribut perempuan apke KB kalo ketahuan di gebuk lakinya wkwkwk vasektomi belum dilaksanakan udah kayak **** semua. Lu masih bisa **** padahal,2025-05-01T23:25:49.000Z,negatif
twitter,"nah ya itu, pengentasan kemiskinan gk berkorelasi sm kewajiban vasektomi",2025-05-01T23:23:42.000Z,negatif
twitter,Baang cakep banget argumen ini . Termasuk berarti orang dengan disabilitas atau kebutuhan khusus apalagi yg bisa diteruskan secara generatif seharusnya di vasektomi juga biar gak nambah beban negara dong,2025-05-01T23:23:03.000Z,positif
twitter,"“Kenapa harus vasektomi? Kan bisa pakek IUD untuk kaum perempuan” bacoooot lu, masa iya perempuan mulu yang harus ngerasain nggak enak sama nggak nyamannya. Dulu harusnya sunat aja sampe ujung mereka2 yang bilang kb cuma buat cewek.",2025-05-01T23:22:19.000Z,negatif
twitter,"Yang gue takutkan dari vasektomi utk khalayak umum, bagaimana dgn angka HIV nantinya?

Main sana sini ga akan meninggalkan jejak apapun. Kepada semua perempuan ""gausah pake pengaman, kan nggak akan hamil kok"".

Ga semua punya kesadaran utk tidak seks bebas ataupun seks dg aman",2025-05-01T23:22:11.000Z,negatif
twitter,abis vasektomi malah cerai karena masih miskin yhaaaa,2025-05-01T23:19:35.000Z,negatif
twitter,"Bansos kok pakai syarat. Itu hak rakyat kurang mampu lhoo!

Lagipula syaratnya aneh, harus sudah vasektomi - artinya proyek berjalan - insentif proyek masuk kantong pejabat.

Udah ketebak lah arahnya kemana.. 

Yang jelas itu bukan misi sosial!",2025-05-01T23:17:57.000Z,negatif
twitter,"Gubernur #Jawa Barat Dedi Mulyadi Jadikan Vasektomi Syarat Dapatkan Bansos, #MUI: Boleh saat Ada Risiko Kesehatan Darurat

#libur #tidur",2025-05-01T23:05:42.000Z,netral
twitter,"ya kan, makanya kakaknya bahas ""wanita dipaksa kb"" aku bingung. society yg bikin akhirnya wanita mau gamau hrs kb soalnya lakinya gamau vasektomi. bukan dipaksa pemerintah.

sementara yg lg dibahas kan vasektomi dipaksa pemerintah. udh beda pembahasan.",2025-05-01T23:04:14.000Z,negatif
twitter,Orang tuh tau gak sih kalo vasektomi itu permanen?  That's why banyak orang yang against it. Kenapa solusinya gak yang lebih manusiawi kaya mendorong penggunaan kondo*. Please jan dikit² vasektomi kaya orang latah.,2025-05-01T23:03:57.000Z,negatif
twitter,"Kalo ada usul rakyat akan bayar pajak asal semua pejabat vasektomi..
Boleh nggak?",2025-05-01T23:03:39.000Z,negatif
twitter,Suami gak mau vasektomi = istri gak bisa dapat haknya dari bansos. Jadi bukan kemungkinan lagi. wanita tapi mendukung program yg menyakiti wanita. Segala hal selalu muter di keputusan laki2. Kpn wanita dikasih ruang buat berdiri sbg manusia penuh bukan cuma pelengkap penderita?,2025-05-01T23:02:21.000Z,negatif
twitter,"Dedi Mulyadi Usul Vasektomi Syarat Bansos, MUI: Bertentangan dengan Syariat",2025-05-01T22:53:48.000Z,netral
twitter,Selingkuh ya selingkuh aja ga ada kaitannya dengan vasektomi,2025-05-01T22:53:30.000Z,negatif
twitter,"Jujur dari twit lo tuh gw pen simpulin kalo emang negara udah gagal nanganin kemiskinan. Tapi, yang pengen gw bahas di sini vasektomi itu sifatnya permanen. Kenapa gak milih cara yang lebih manusiawi kaya mendorong penggunaan kondo*. Plis lah jan dikit² vasektomi.",2025-05-01T22:52:13.000Z,negatif
twitter,"@luckyars02
 @mengiyakah
 @whopping61fatef
Diskusi ini tentang program vasektomi gratis BKKBN dan usulan vasektomi sebagai syarat bansos. Vasektomi gratis didukung pemerintah dengan insentif (misalnya 450 ribu IDR di Rembang), tapi reaksi publik beragam. Usulan syarat bansos hanya",2025-05-01T22:51:37.000Z,netral
twitter,Kamu paham gak sih vasektomi itu juga sama dengan KB. Untuk ibu yang sudah hamil melahirkan dan menyusui kenapa gak suaminya aja yang KB. Kenapa harus semua Perempuan!!! Gak usah ngomongin perzinahan ini ngomongin ttg orang yang sudah menikah!!,2025-05-01T22:47:41.000Z,negatif
twitter,Udah kak dia ngertinya kebiri bukan vasektomi,2025-05-01T22:45:37.000Z,negatif
twitter,"Solusinya emang bukan wajib vasektomi, solusinya hapus program bantuan sosial dan program2 sosial pemerintah lainnya & perkecil presentase pajak masyarakat.",2025-05-01T22:44:22.000Z,negatif
twitter,"No problem ini sih, aplg KB utk istri bnyk sisi negatif ny. Cuman perlu diskusi panjang lebar dulu sm istri, jgn smpe kejadian suami udh inisiatif vasektomi krn kasian istri punya anak udh 3 ehh mlh selingkuh trs punya anak. Anak gk bisa milih dilahirkan dmn, tp kita bisa milih.",2025-05-01T22:43:50.000Z,negatif
twitter,"di peraturan kan buat yang mau dapat bansos. kalau mau dapat bansos, vasektomi dulu. kalau tidak, tidak usah. sedangkan syarat vasektomi itu minimal udah punya 2 anak.",2025-05-01T22:43:50.000Z,netral
twitter,Sempet baca td juga knp dia kepikiran ide vasektomi ini krn ngeliat biaya operasi caesar mahal. Lah berarti dia ga bisa berpikir apa akar mslh operasi mahal dan susah diakses. Apa krg dokter? Krg bidan? Krg rumah sakit? Kok malah pikirannya lgsg ekstrim vasektomi untuk yg miskin,2025-05-01T22:42:27.000Z,negatif
twitter,"Gimana yaa, emang pd ga belajar dari proyek Vaksinasi covid kemarin apa? 

Gw bukan ga mau ada upaya menekan masalah populasi. Tapi dengan proyek vasektomi ini, percayalah itu hanyalah strategi pejabat buat ikut menikmati insentif proyek. 

KPK harusnya tanggap kalo ada beginian.",2025-05-01T22:42:14.000Z,negatif
twitter,"Makanya yg harus dibenahi sistem pendidikan nya, mudah kan akses mereka yg miskin mendapat pendidikan, agar pola pikirnya berbh jd baik dan tidak ada tuh kata ""banyak anak banyak rejeki"". Pemerintah aja abai sama pendidikan, kesehatan dan pekerjaan rakyat, malah maksa vasektomi.",2025-05-01T22:41:49.000Z,negatif
twitter,"Gk semua sih mbak, aplg stlh tau efek negatif KB utk istri. Cumann msih jadi pertimbangan gara2 kmaren ad kasus suami vasektomi trs istri selingkuh dn hamil anak selingkuhan nyjd skrg mending pake kb alami aj. Kalo pake kontrasepsi kdg gk nyaman kata istri",2025-05-01T22:40:06.000Z,negatif
twitter,"Kaum atas alias pemerintah harusnya punya power lebih buat memangkas kemiskinan, vasektomi paksa ini dangkal dan terlalu short term.

Sebagai masyarakat wajar kita mikir vosak vasek, tapi pemerintah? Ini mah kek MBG sebagai solusi perbaikan gizi, standar cetek",2025-05-01T22:40:05.000Z,negatif
twitter,"Karena konsep ""Otoritas tubuh"" yg dinaikkan itu kebablasan.

Ini bukan masalah ""otoritas tubuh"" tetapi ""pemaksaan"" melakukan operasi yg punya resiko permanen.

Kalaupun yg diusulkan KDM itu bukan vasektomi tapi pengikatan/pemotongan saluran indung telur, reaksinya akan sama saja.",2025-05-01T22:39:35.000Z,negatif
twitter,"dongo anjir  kb bagi perempuan selama itu hanya anjuran. yes, memang ada social pressure & relasi kuasa yang merugikan perempuan, tapi keputusannya tetep di individu. tapi wacana vasektomi ini sifatnya wajib dan diatur pemerintah jir",2025-05-01T22:38:52.000Z,negatif
twitter,Gue kira yang dukung vasektomi itu emang karena peduli sama orang miskin. Ternyata karena benci aja sama orang miskin ,2025-05-01T22:35:02.000Z,negatif
twitter,"Patokan ""tak sanggup"" itu bukan cuma miskin, bagaimana dengan orang² kaya yang tidak bisa mendidik anaknya? Harus divasektomi juga?
Masa iya vasektomi jadi solusi. Coba hitung dulu kekayaan SDA, SDM, teknologi, dll jika dikelola dengan benar.",2025-05-01T22:33:46.000Z,negatif
twitter,"Pemaksaan jenis KB tertentu itu aneh sih, jenis KB kan banyak, wajib KB ok setuju, wajib vasektomi? KDM aja dulu yg divasek, contohin ke warga Jabar",2025-05-01T22:33:37.000Z,negatif
twitter,"Kata gue yang protes soal Vasektomi jadi prasyarat menerima bansos gak perlu lah ngomong ""Karena akses pendidikan, lapangan kerja kurang, harusnya pemerintah gini ...."". BACOT BACOT BACOT. Ingett, lu semua yang milih pemerintah saat ini, dan mereka emang gak bisa diharapkan.",2025-05-01T22:28:12.000Z,negatif
twitter,"Jd yg miskin tp gamau vasektomi, ga dpt bansos? Jahat ye...",2025-05-01T22:24:26.000Z,negatif
twitter,Birth control itu adalah hak asasi manusia tidak boleh dipaksakan. Pemaksaan one child policy nya china atau emergency period di india saja gagal kok. Jd berkiblat kemana kebijakan vasektomi jabar ini. Kebijakan yg dibuat tnp data dan riset cm jd bencana.,2025-05-01T22:23:52.000Z,negatif
twitter,Tp TDK SETUJU klo vasektomi sebagai syarat penerimaaan bansos bagi orang miskin.  Pendekatan dengan pemaksaan apalagi hny untk kelas ekonomi tertentu itu OPRESI dan bentuk malasnya pemerintah untuk berpikir bagaimana membuat kebijakan yg konkret dan humanis.,2025-05-01T22:23:48.000Z,negatif
twitter,"Setelah program BEASISWA VASEKTOMI, akhirnya lahir lulusan- lulusan yang mandul dan tak perkasa",2025-05-01T22:23:09.000Z,netral
twitter,"Suruh aja dulu nih mahluk VASEKTOMI, trus lanjut ke keturunannya....Biar generasi orang ini dihapus...
Koment ges",2025-05-01T22:15:58.000Z,negatif
twitter,"Ingat, tidak semua penerima bansos harus di vasektomi, ada syarat dan ketentuannya, jadi itu bukan suatu ancaman.",2025-05-01T22:12:38.000Z,negatif
twitter,"Tapi disuruh vasektomi

Dasar fasis kau

Benci banget kau sama orang miskin https://x.com/thisis3l/statu/thisis3l/status/1918038978965692522…",2025-05-01T21:48:40.000Z,negatif
twitter,"Tapi disuruh vasektomi

Dasar fasis kau

Benci banget kau sama orang miskin",2025-05-01T21:48:07.000Z,negatif
twitter,"Ngapain pada pusing sama cowok yang egonya kesenggol sama isu vasektomi ini, sih? Definisi maskulin mereka aja berubah mulu, kumaha opini maranehna?",2025-05-01T21:45:03.000Z,negatif
twitter,Tapi disuruh vasektomi,2025-05-01T21:44:51.000Z,negatif
twitter,Program Vasektomi untuk golongan miskin adalah program TOLOL,2025-05-01T21:43:17.000Z,netral
twitter,"Yg setuju kebijakan Vasektomi pada golongan tertentu,

adalah kalian yg seharusnya wajib di Vasektomi....

karena ga punya AKAL boro² JIWA....",2025-05-01T21:40:54.000Z,negatif
twitter,Terus dgn adanya peraturan ini jadi meminimalisir oknum oknum yang mengambil hak bansos padahal mampu karena takut di vasektomi mwhehehehe,2025-05-01T21:40:52.000Z,negatif
twitter,"Jd ini bukan mslh gender. Vasektomi itu sy juga setuju kalo dianjurkan dan diberikan insentif. Bbrp daerah jg sdh melakukan itu. Masuknya pemerintah mengatur2 tubuh rakyat apalagi hny untk yg miskin itu opresi, fasis, dan eugenics. Hr ini mgkn laki2 bsk bkn tdk mgkn perempuan jg",2025-05-01T21:36:46.000Z,negatif
twitter,"Jujur, gagasan kang dedi mulyadi soal vasektomi buat orang yang ekonominya masih dibawah itu menarik banget",2025-05-01T21:32:08.000Z,positif
